id,title,description,category,resolution,priority
TKT-0763,Kubernetes pod stuck in crash loop backo...,Kubernetes pod stuck in crash loop backoff.,Infrastructure,Delete the failing pod to force replica set recreation and inspect container logs. Please fix ASAP.,High
TKT-0764,[Ticket] Server db-prod-2 keeps crashing...,[Ticket] Server db-prod-2 keeps crashing with out of memory exception.,Infrastructure,Error: Increase RAM allocation to cache-server-01 by 16GB and restart daemon. Please fix ASAP.,Critical
TKT-0765,Contractor asmith requires Jira access.,Contractor asmith requires Jira access.,Access Management,Help: Provision a standard license for jdoe and assign to the Contractor user-tier. Please fix ASAP.,Low
TKT-0766,Login button is unresponsive on mobile S...,Login button is unresponsive on mobile Safari.,Application,Update the frontend JS polyfills supporting legacy Safari engine.,Low
TKT-0767,Issue: API endpoint vulnerable to SQL In...,Issue: API endpoint vulnerable to SQL Injection.,Security,[Ticket] Sanitize input parameters immediately via parameterized queries update.,Medium
TKT-0768,Vulnerability scan flagged outdated Open...,Vulnerability scan flagged outdated OpenSSL library.,Security,Patch the OS images across the fleet to the latest LTS security patch.,Critical
TKT-0769,Error: Slow internet speeds reported acr...,Error: Slow internet speeds reported across campus network. Need assistance.,Network,Identify top bandwidth hogging devices and apply QoS rate limiting.,High
TKT-0770,Long running analytical queries blocking...,Long running analytical queries blocking OLTP transactions. Happens intermittently.,Database,Kill PID 9533 mapping to the slow query and route analytics to the read replica.,High
TKT-0771,Database connection pool timeout c...,Help: Database connection pool timeout causing slow loading. Happens intermittently.,Database,Urgent: Increase PostgreSQL max_connections setting from 100 to 500. This is blocking us.,Low
TKT-0772,Deadlock detected between transa...,Urgent: Deadlock detected between transaction engines. This is blocking us.,Database,Refactor the commit ordering sequence in the backend ORM mapped models.,Low
TKT-0773,High CPU utilization warning on main com...,High CPU utilization warning on main compute cluster.,Infrastructure,Scale out autoscaling group parameters locally and monitor graph drops.,Medium
TKT-0774,API endpoint vulnerable to SQL Injection...,API endpoint vulnerable to SQL Injection.,Security,Urgent: Sanitize input parameters immediately via parameterized queries update.,Critical
TKT-0775,VPN connection failing for remote users ...,VPN connection failing for remote users in branch office. Please fix ASAP.,Network,Restart the Cisco AnyConnect headend router and clear active sessions. Need assistance.,Critical
TKT-0776,Vulnerability scan flagged outdated Open...,Vulnerability scan flagged outdated OpenSSL library.,Security,Patch the OS images across the fleet to the latest LTS security patch.,High
TKT-0777,The HR Dashboard module is returning bla...,The HR Dashboard module is returning blank pages intermittently.,Application,Urgent: Restart the node backend processes processing frontend API calls. Happens intermittently.,Low
TKT-0778,High CPU utilization warning on main com...,High CPU utilization warning on main compute cluster.,Infrastructure,Scale out autoscaling group parameters locally and monitor graph drops. This is blocking us.,Critical
TKT-0779,BGP route flapping on the outbound gatew...,BGP route flapping on the outbound gateway.,Network,[Ticket] Contact ISP to verify ASN route advertisement stability policies.,Medium
TKT-0780,Database connection pool timeout causing...,Database connection pool timeout causing slow loading. Need assistance.,Database,Increase PostgreSQL max_connections setting from 100 to 500. Please fix ASAP.,Critical
TKT-0781,User bwilliams needs access to Github re...,User bwilliams needs access to Github repository.,Access Management,Error: Add kmiller to the 'Developers' GitHub organization group with write permissions.,Medium
TKT-0782,Disk space alert on production VM.,Disk space alert on production VM.,Infrastructure,Execute log rotation algorithm and purge generic temp files via script. Need assistance.,Medium
TKT-0783,Server cache-server-01 keeps crashing wi...,Server cache-server-01 keeps crashing with out of memory exception.,Infrastructure,Increase RAM allocation to web-prod-1 by 16GB and restart daemon.,Critical
TKT-0784,Vulnerability scan flagged outdated Open...,Vulnerability scan flagged outdated OpenSSL library.,Security,Patch the OS images across the fleet to the latest LTS security patch.,Medium
TKT-0785,Malware detected on workstation MA...,Help: Malware detected on workstation MAC-DESIGN-8. Need assistance.,Security,"Isolate WS-ENGINEERING-1 from the network, run deep antivirus scan, and reinstall OS if needed.",Medium
TKT-0786,[Ticket] The HR Dashboard module is retu...,[Ticket] The HR Dashboard module is returning blank pages intermittently. Please fix ASAP.,Application,Restart the node backend processes processing frontend API calls. Need assistance.,High
TKT-0787,Vulnerability scan flagged outdated Open...,Vulnerability scan flagged outdated OpenSSL library.,Security,Patch the OS images across the fleet to the latest LTS security patch.,Critical
TKT-0788,[Ticket] Slow internet speeds reported a...,[Ticket] Slow internet speeds reported across campus network.,Network,Help: Identify top bandwidth hogging devices and apply QoS rate limiting.,Critical
TKT-0789,DNS resolution failing for internal doma...,DNS resolution failing for internal domain corp.local. Please fix ASAP.,Network,Flush DNS cache locally and re-sync internal records on Active Directory.,High
TKT-0790,Error: Contractor bwilliams requires Jir...,Error: Contractor bwilliams requires Jira access. Please fix ASAP.,Access Management,Provision a standard license for bwilliams and assign to the Contractor user-tier.,Medium
TKT-0791,Disk space alert on production VM. This ...,Disk space alert on production VM. This is blocking us.,Infrastructure,Execute log rotation algorithm and purge generic temp files via script.,Medium
TKT-0792,User rjohnson needs access to Gith...,Help: User rjohnson needs access to Github repository.,Access Management,Add kmiller to the 'Developers' GitHub organization group with write permissions.,High
TKT-0793,Issue: Contractor jdoe requires Jira acc...,Issue: Contractor jdoe requires Jira access.,Access Management,Provision a standard license for jdoe and assign to the Contractor user-tier.,Medium
TKT-0794,Issue: High CPU utilization warning on m...,Issue: High CPU utilization warning on main compute cluster.,Infrastructure,Scale out autoscaling group parameters locally and monitor graph drops. Happens intermittently.,Critical
TKT-0795,BGP route flapping on the outbound gatew...,BGP route flapping on the outbound gateway. Need assistance.,Network,Contact ISP to verify ASN route advertisement stability policies. Please fix ASAP.,Medium
TKT-0796,DNS resolution failing for internal doma...,DNS resolution failing for internal domain dev.staging. Please fix ASAP.,Network,Flush DNS cache locally and re-sync internal records on Active Directory.,High
TKT-0797,Index fragmentation leading to slow SELE...,Index fragmentation leading to slow SELECT performance.,Database,Run REINDEX TABLE manually during off-peak hours. Please fix ASAP.,Critical
TKT-0798,The Billing API module is returning blan...,The Billing API module is returning blank pages intermittently.,Application,Restart the node backend processes processing frontend API calls.,Medium
TKT-0799,The Billing API module is returning blan...,The Billing API module is returning blank pages intermittently. Please fix ASAP.,Application,Urgent: Restart the node backend processes processing frontend API calls.,High
TKT-0800,Deadlock detected between transaction en...,Deadlock detected between transaction engines.,Database,Refactor the commit ordering sequence in the backend ORM mapped models. Happens intermittently.,Low
TKT-0801,Index fragmentation leading to slow SELE...,Index fragmentation leading to slow SELECT performance. Need assistance.,Database,Help: Run REINDEX TABLE manually during off-peak hours.,Medium
TKT-0802,Error: Payment form throwing 'Invalid To...,Error: Payment form throwing 'Invalid Token' upon submission.,Application,Issue: Regenerate Stripe API keys and update the secret manager cache.,Medium
TKT-0803,[Ticket] Kubernetes pod stuck in crash l...,[Ticket] Kubernetes pod stuck in crash loop backoff.,Infrastructure,Delete the failing pod to force replica set recreation and inspect container logs.,Critical
TKT-0804,Long running analytical queries blocking...,Long running analytical queries blocking OLTP transactions.,Database,[Ticket] Kill PID 7079 mapping to the slow query and route analytics to the read replica.,Low
TKT-0805,DNS resolution failing for internal doma...,DNS resolution failing for internal domain dev.staging.,Network,Flush DNS cache locally and re-sync internal records on Active Directory.,High
TKT-0806,Error: Index fragmentation leading to sl...,Error: Index fragmentation leading to slow SELECT performance.,Database,[Ticket] Run REINDEX TABLE manually during off-peak hours.,High
TKT-0807,Vulnerability scan flagged outdate...,Help: Vulnerability scan flagged outdated OpenSSL library. This is blocking us.,Security,Patch the OS images across the fleet to the latest LTS security patch. This is blocking us.,High
TKT-0808,Disk space alert on production VM.,Disk space alert on production VM.,Infrastructure,Execute log rotation algorithm and purge generic temp files via script.,High
TKT-0809,Deadlock detected between transaction en...,Deadlock detected between transaction engines.,Database,Refactor the commit ordering sequence in the backend ORM mapped models.,Critical
TKT-0810,"Issue: Employee left company, please rev...","Issue: Employee left company, please revoke permissions. Happens intermittently.",Access Management,"Execute offboarding script to disable AD, email, and internal VPN accounts.",Low
TKT-0811,Contractor kmiller requires Jira access.,Contractor kmiller requires Jira access.,Access Management,Provision a standard license for asmith and assign to the Contractor user-tier. This is blocking us.,Critical
TKT-0812,Vulnerability scan flagged outdated Open...,Vulnerability scan flagged outdated OpenSSL library.,Security,Patch the OS images across the fleet to the latest LTS security patch.,Critical
TKT-0813,Users reporting 500 internal server erro...,Users reporting 500 internal server error on checkout.,Application,Issue: Rollback the last hotfix release v1.7.5 and check application load balancer endpoints.,Critical
TKT-0814,Slow internet speeds reported across cam...,Slow internet speeds reported across campus network.,Network,Identify top bandwidth hogging devices and apply QoS rate limiting.,High
TKT-0815,User rjohnson needs access to Github rep...,User rjohnson needs access to Github repository.,Access Management,Add jdoe to the 'Developers' GitHub organization group with write permissions. Need assistance.,Low
TKT-0816,App crashes when uploading files larger ...,App crashes when uploading files larger than 10MB.,Application,Change the nginx.conf client_max_body_size setting mapping to 50M. This is blocking us.,High
TKT-0817,Detected suspicious login attempt from e...,Detected suspicious login attempt from external IP block.,Security,Error: Block IP range temporarily in WAF and force password reset for user bwilliams.,Low
TKT-0818,[Ticket] Kubernetes pod stuck in crash l...,[Ticket] Kubernetes pod stuck in crash loop backoff. Need assistance.,Infrastructure,Delete the failing pod to force replica set recreation and inspect container logs. Need assistance.,High
TKT-0819,Password reset requested for execu...,Help: Password reset requested for executive account.,Access Management,Verify identity via phone callback and issue temporary secure password link.,Low
TKT-0820,Issue: Database connection pool timeout ...,Issue: Database connection pool timeout causing slow loading.,Database,[Ticket] Increase PostgreSQL max_connections setting from 100 to 500.,Medium
TKT-0821,[Ticket] App crashes when uploading file...,[Ticket] App crashes when uploading files larger than 10MB.,Application,Change the nginx.conf client_max_body_size setting mapping to 50M.,High
TKT-0822,High CPU utilization warning on main com...,High CPU utilization warning on main compute cluster.,Infrastructure,Scale out autoscaling group parameters locally and monitor graph drops. Please fix ASAP.,Medium
TKT-0823,Kubernetes pod stuck in crash loop backo...,Kubernetes pod stuck in crash loop backoff.,Infrastructure,Issue: Delete the failing pod to force replica set recreation and inspect container logs.,High
TKT-0824,Error: Contractor rjohnson requires Jira...,Error: Contractor rjohnson requires Jira access.,Access Management,Provision a standard license for kmiller and assign to the Contractor user-tier. Need assistance.,Low
TKT-0825,Slow internet speeds reported across cam...,Slow internet speeds reported across campus network. Happens intermittently.,Network,Identify top bandwidth hogging devices and apply QoS rate limiting. Happens intermittently.,Medium
TKT-0826,High CPU utilization warning on main com...,High CPU utilization warning on main compute cluster. Please fix ASAP.,Infrastructure,Scale out autoscaling group parameters locally and monitor graph drops.,Low
TKT-0827,"Employee left company, please revoke per...","Employee left company, please revoke permissions.",Access Management,"Execute offboarding script to disable AD, email, and internal VPN accounts.",Low
TKT-0828,High CPU utilization warning on ...,Urgent: High CPU utilization warning on main compute cluster.,Infrastructure,Scale out autoscaling group parameters locally and monitor graph drops. This is blocking us.,Critical
TKT-0829,Unencrypted S3 bucket alert.,Help: Unencrypted S3 bucket alert.,Security,Urgent: Enable AES256 server-side encryption via AWS console policies. This is blocking us.,Low
TKT-0830,The Customer Portal module is returning ...,The Customer Portal module is returning blank pages intermittently. Please fix ASAP.,Application,Issue: Restart the node backend processes processing frontend API calls.,Low
TKT-0831,Slow internet speeds reported across cam...,Slow internet speeds reported across campus network.,Network,Identify top bandwidth hogging devices and apply QoS rate limiting. Please fix ASAP.,High
TKT-0832,Database backup failed last night.,Database backup failed last night.,Database,Issue: Check S3 backup bucket permissions and manually trigger the cron snapshot. Happens intermittently.,Critical
TKT-0833,Server auth-cluster-A keeps crashing wit...,Server auth-cluster-A keeps crashing with out of memory exception. Please fix ASAP.,Infrastructure,Increase RAM allocation to db-prod-2 by 16GB and restart daemon.,High
TKT-0834,Database backup failed last night.,Database backup failed last night.,Database,Error: Check S3 backup bucket permissions and manually trigger the cron snapshot.,High
TKT-0835,Server analytics-node keeps crashing wit...,Server analytics-node keeps crashing with out of memory exception.,Infrastructure,Increase RAM allocation to db-prod-2 by 16GB and restart daemon.,High
TKT-0836,Vulnerability scan flagged outdated Open...,Vulnerability scan flagged outdated OpenSSL library.,Security,Patch the OS images across the fleet to the latest LTS security patch.,Critical
TKT-0837,BGP route flapping on the outbound...,Help: BGP route flapping on the outbound gateway. Need assistance.,Network,Contact ISP to verify ASN route advertisement stability policies. Please fix ASAP.,Critical
TKT-0838,The HR Dashboard module is returning bla...,The HR Dashboard module is returning blank pages intermittently.,Application,Help: Restart the node backend processes processing frontend API calls.,Medium
TKT-0839,Vulnerability scan flagged outdated Open...,Vulnerability scan flagged outdated OpenSSL library.,Security,Patch the OS images across the fleet to the latest LTS security patch.,Low
TKT-0840,Issue: Index fragmentation leading to sl...,Issue: Index fragmentation leading to slow SELECT performance.,Database,Help: Run REINDEX TABLE manually during off-peak hours.,Medium
TKT-0841,User rjohnson needs access to Github rep...,User rjohnson needs access to Github repository. This is blocking us.,Access Management,Add kmiller to the 'Developers' GitHub organization group with write permissions.,Critical
TKT-0842,App crashes when uploading files larger ...,App crashes when uploading files larger than 10MB.,Application,Change the nginx.conf client_max_body_size setting mapping to 50M.,High
TKT-0843,Server analytics-node keeps crashing wit...,Server analytics-node keeps crashing with out of memory exception.,Infrastructure,Increase RAM allocation to cache-server-01 by 16GB and restart daemon.,High
TKT-0844,Password reset requested for exe...,Urgent: Password reset requested for executive account.,Access Management,Verify identity via phone callback and issue temporary secure password link.,Medium
TKT-0845,Database connection pool timeout...,Urgent: Database connection pool timeout causing slow loading. Happens intermittently.,Database,Issue: Increase PostgreSQL max_connections setting from 100 to 500. Need assistance.,Low
TKT-0846,Login button is unresponsive on mobile S...,Login button is unresponsive on mobile Safari.,Application,Update the frontend JS polyfills supporting legacy Safari engine. Happens intermittently.,High
TKT-0847,Issue: Payment form throwing 'Invalid To...,Issue: Payment form throwing 'Invalid Token' upon submission. Please fix ASAP.,Application,Regenerate Stripe API keys and update the secret manager cache.,Critical
TKT-0848,Error: Server analytics-node keeps crash...,Error: Server analytics-node keeps crashing with out of memory exception.,Infrastructure,Increase RAM allocation to db-prod-2 by 16GB and restart daemon.,Critical
TKT-0849,VPN connection failing for remote users ...,VPN connection failing for remote users in branch office.,Network,Issue: Restart the Cisco AnyConnect headend router and clear active sessions. Please fix ASAP.,Critical
TKT-0850,High CPU utilization warning on main com...,High CPU utilization warning on main compute cluster.,Infrastructure,Issue: Scale out autoscaling group parameters locally and monitor graph drops.,Critical
TKT-0851,Unencrypted S3 bucket alert. This ...,Help: Unencrypted S3 bucket alert. This is blocking us.,Security,Enable AES256 server-side encryption via AWS console policies.,Medium
TKT-0852,Database backup failed last night. Need ...,Database backup failed last night. Need assistance.,Database,Check S3 backup bucket permissions and manually trigger the cron snapshot. This is blocking us.,Critical
TKT-0853,Issue: Deadlock detected between transac...,Issue: Deadlock detected between transaction engines.,Database,Error: Refactor the commit ordering sequence in the backend ORM mapped models.,Critical
TKT-0854,Unencrypted S3 bucket alert.,Help: Unencrypted S3 bucket alert.,Security,Enable AES256 server-side encryption via AWS console policies.,Critical
TKT-0855,Issue: BGP route flapping on the outboun...,Issue: BGP route flapping on the outbound gateway.,Network,Contact ISP to verify ASN route advertisement stability policies. Need assistance.,Medium
TKT-0856,BGP route flapping on the outbound gatew...,BGP route flapping on the outbound gateway.,Network,Contact ISP to verify ASN route advertisement stability policies.,Critical
TKT-0857,"Employee left company, please revoke per...","Employee left company, please revoke permissions.",Access Management,"Execute offboarding script to disable AD, email, and internal VPN accounts.",Low
TKT-0858,Issue: User rjohnson needs access to Git...,Issue: User rjohnson needs access to Github repository.,Access Management,Add asmith to the 'Developers' GitHub organization group with write permissions.,High
TKT-0859,Database backup failed last night.,Database backup failed last night.,Database,Check S3 backup bucket permissions and manually trigger the cron snapshot.,High
TKT-0860,Detected suspicious login attempt from e...,Detected suspicious login attempt from external IP block.,Security,Block IP range temporarily in WAF and force password reset for user bwilliams.,Low
TKT-0861,Server db-prod-2 keeps crashing with out...,Server db-prod-2 keeps crashing with out of memory exception.,Infrastructure,Help: Increase RAM allocation to web-prod-1 by 16GB and restart daemon.,High
TKT-0862,Kubernetes pod stuck in crash loop...,Help: Kubernetes pod stuck in crash loop backoff.,Infrastructure,Help: Delete the failing pod to force replica set recreation and inspect container logs.,High
TKT-0863,Contractor asmith requires Jira access.,Contractor asmith requires Jira access.,Access Management,Provision a standard license for bwilliams and assign to the Contractor user-tier. Happens intermittently.,Low
TKT-0864,Packet loss spikes detected betw...,Urgent: Packet loss spikes detected between core switches.,Network,Check physical fiber connections and spanning tree protocol logs.,Critical
TKT-0865,Issue: Missing permissions to deploy to ...,Issue: Missing permissions to deploy to production AWS account.,Access Management,[Ticket] Assign IAM role 'Prod-Deployer' temporarily for 24 hours to bwilliams.,Low
TKT-0866,API endpoint vulnerable to SQL Injection...,API endpoint vulnerable to SQL Injection.,Security,Error: Sanitize input parameters immediately via parameterized queries update.,High
TKT-0867,Unencrypted S3 bucket alert.,Unencrypted S3 bucket alert.,Security,Enable AES256 server-side encryption via AWS console policies.,Low
TKT-0868,Slow internet speeds reported across cam...,Slow internet speeds reported across campus network.,Network,Identify top bandwidth hogging devices and apply QoS rate limiting.,High
TKT-0869,User jdoe needs access to Github reposit...,User jdoe needs access to Github repository.,Access Management,Add jdoe to the 'Developers' GitHub organization group with write permissions.,High
TKT-0870,[Ticket] Server auth-cluster-A keeps cra...,[Ticket] Server auth-cluster-A keeps crashing with out of memory exception.,Infrastructure,Increase RAM allocation to db-prod-2 by 16GB and restart daemon.,High
TKT-0871,Login button is unresponsive on mobile S...,Login button is unresponsive on mobile Safari. Need assistance.,Application,Urgent: Update the frontend JS polyfills supporting legacy Safari engine.,Medium
TKT-0872,Database backup failed last nigh...,Urgent: Database backup failed last night.,Database,Check S3 backup bucket permissions and manually trigger the cron snapshot.,Critical
TKT-0873,DNS resolution failing for interna...,Help: DNS resolution failing for internal domain intranet.internal.,Network,Flush DNS cache locally and re-sync internal records on Active Directory. This is blocking us.,High
TKT-0874,Long running analytical queries ...,Urgent: Long running analytical queries blocking OLTP transactions.,Database,Urgent: Kill PID 7687 mapping to the slow query and route analytics to the read replica. Please fix ASAP.,Low
TKT-0875,Vulnerability scan flagged outda...,Urgent: Vulnerability scan flagged outdated OpenSSL library.,Security,Patch the OS images across the fleet to the latest LTS security patch. This is blocking us.,Medium
TKT-0876,Issue: Database backup failed last night...,Issue: Database backup failed last night. This is blocking us.,Database,Issue: Check S3 backup bucket permissions and manually trigger the cron snapshot.,Critical
TKT-0877,Password reset requested for executive a...,Password reset requested for executive account. Please fix ASAP.,Access Management,Verify identity via phone callback and issue temporary secure password link.,Low
TKT-0878,Slow internet speeds reported across cam...,Slow internet speeds reported across campus network.,Network,Identify top bandwidth hogging devices and apply QoS rate limiting. Please fix ASAP.,Medium
TKT-0879,Error: Packet loss spikes detected betwe...,Error: Packet loss spikes detected between core switches.,Network,Check physical fiber connections and spanning tree protocol logs.,Medium
TKT-0880,Database backup failed last night.,Help: Database backup failed last night.,Database,Urgent: Check S3 backup bucket permissions and manually trigger the cron snapshot.,Critical
TKT-0881,Detected suspicious login attempt from e...,Detected suspicious login attempt from external IP block.,Security,Help: Block IP range temporarily in WAF and force password reset for user kmiller.,Critical
TKT-0882,The Inventory System module is returning...,The Inventory System module is returning blank pages intermittently. Please fix ASAP.,Application,Restart the node backend processes processing frontend API calls.,Critical
TKT-0883,Error: DNS resolution failing for intern...,Error: DNS resolution failing for internal domain intranet.internal.,Network,Flush DNS cache locally and re-sync internal records on Active Directory.,High
TKT-0884,BGP route flapping on the outbound gatew...,BGP route flapping on the outbound gateway.,Network,Error: Contact ISP to verify ASN route advertisement stability policies.,High
TKT-0885,DNS resolution failing for internal doma...,DNS resolution failing for internal domain corp.local.,Network,Error: Flush DNS cache locally and re-sync internal records on Active Directory.,Critical
TKT-0886,The Inventory System module is returning...,The Inventory System module is returning blank pages intermittently. This is blocking us.,Application,Restart the node backend processes processing frontend API calls. Happens intermittently.,High
TKT-0887,Server analytics-node keeps crashing wit...,Server analytics-node keeps crashing with out of memory exception.,Infrastructure,Increase RAM allocation to web-prod-1 by 16GB and restart daemon.,Critical
TKT-0888,Database connection pool timeout causing...,Database connection pool timeout causing slow loading.,Database,Increase PostgreSQL max_connections setting from 100 to 500.,High
TKT-0889,API endpoint vulnerable to SQL I...,Urgent: API endpoint vulnerable to SQL Injection. This is blocking us.,Security,Sanitize input parameters immediately via parameterized queries update. Please fix ASAP.,Critical
TKT-0890,[Ticket] App crashes when uploading file...,[Ticket] App crashes when uploading files larger than 10MB.,Application,Urgent: Change the nginx.conf client_max_body_size setting mapping to 50M.,Critical
TKT-0891,Contractor kmiller requires Jira access.,Contractor kmiller requires Jira access.,Access Management,Error: Provision a standard license for rjohnson and assign to the Contractor user-tier.,Critical
TKT-0892,App crashes when uploading files larger ...,App crashes when uploading files larger than 10MB.,Application,Change the nginx.conf client_max_body_size setting mapping to 50M.,Critical
TKT-0893,Index fragmentation leading to slo...,Help: Index fragmentation leading to slow SELECT performance.,Database,Run REINDEX TABLE manually during off-peak hours.,Medium
TKT-0894,Payment form throwing 'Invalid Token' up...,Payment form throwing 'Invalid Token' upon submission.,Application,Regenerate Stripe API keys and update the secret manager cache.,Medium
TKT-0895,BGP route flapping on the outbound...,Help: BGP route flapping on the outbound gateway. This is blocking us.,Network,Contact ISP to verify ASN route advertisement stability policies.,Medium
TKT-0896,Error: Database connection pool timeout ...,Error: Database connection pool timeout causing slow loading. This is blocking us.,Database,Increase PostgreSQL max_connections setting from 100 to 500.,High
TKT-0897,BGP route flapping on the outbound gatew...,BGP route flapping on the outbound gateway.,Network,Contact ISP to verify ASN route advertisement stability policies.,Critical
TKT-0898,Issue: Database backup failed last night...,Issue: Database backup failed last night.,Database,Urgent: Check S3 backup bucket permissions and manually trigger the cron snapshot.,Critical
TKT-0899,Users reporting 500 internal server erro...,Users reporting 500 internal server error on checkout.,Application,Rollback the last hotfix release v2.5.1 and check application load balancer endpoints.,Medium
TKT-0900,BGP route flapping on the outbound...,Help: BGP route flapping on the outbound gateway.,Network,Contact ISP to verify ASN route advertisement stability policies. Need assistance.,Medium
TKT-0901,Issue: Unencrypted S3 bucket alert. This...,Issue: Unencrypted S3 bucket alert. This is blocking us.,Security,Enable AES256 server-side encryption via AWS console policies. Need assistance.,Low
TKT-0902,User jdoe needs access to Github r...,Help: User jdoe needs access to Github repository.,Access Management,[Ticket] Add asmith to the 'Developers' GitHub organization group with write permissions.,High
TKT-0903,[Ticket] Vulnerability scan flagged outd...,[Ticket] Vulnerability scan flagged outdated OpenSSL library.,Security,Patch the OS images across the fleet to the latest LTS security patch.,Low
TKT-0904,Malware detected on workstation DESKTOP-...,Malware detected on workstation DESKTOP-99B.,Security,"Isolate MAC-DESIGN-8 from the network, run deep antivirus scan, and reinstall OS if needed.",High
TKT-0905,User kmiller needs access to Github repo...,User kmiller needs access to Github repository.,Access Management,Add bwilliams to the 'Developers' GitHub organization group with write permissions.,Medium
TKT-0906,Error: Kubernetes pod stuck in crash loo...,Error: Kubernetes pod stuck in crash loop backoff.,Infrastructure,[Ticket] Delete the failing pod to force replica set recreation and inspect container logs.,High
TKT-0907,Password reset requested for executive a...,Password reset requested for executive account. Please fix ASAP.,Access Management,Verify identity via phone callback and issue temporary secure password link. This is blocking us.,Critical
TKT-0908,Detected suspicious login attempt from e...,Detected suspicious login attempt from external IP block.,Security,Block IP range temporarily in WAF and force password reset for user rjohnson. Happens intermittently.,Low
TKT-0909,Password reset requested for executive a...,Password reset requested for executive account.,Access Management,Verify identity via phone callback and issue temporary secure password link.,High
TKT-0910,Users reporting 500 internal server erro...,Users reporting 500 internal server error on checkout. Happens intermittently.,Application,Rollback the last hotfix release v1.8.1 and check application load balancer endpoints.,Critical
TKT-0911,Vulnerability scan flagged outda...,Urgent: Vulnerability scan flagged outdated OpenSSL library.,Security,Issue: Patch the OS images across the fleet to the latest LTS security patch. This is blocking us.,Critical
TKT-0912,Index fragmentation leading to slow SELE...,Index fragmentation leading to slow SELECT performance.,Database,Issue: Run REINDEX TABLE manually during off-peak hours. Need assistance.,Critical
TKT-0913,"Employee left company, please re...","Urgent: Employee left company, please revoke permissions. Please fix ASAP.",Access Management,"Help: Execute offboarding script to disable AD, email, and internal VPN accounts.",Critical
TKT-0914,BGP route flapping on the outbound gatew...,BGP route flapping on the outbound gateway.,Network,Contact ISP to verify ASN route advertisement stability policies. Please fix ASAP.,Critical
TKT-0915,Packet loss spikes detected between core...,Packet loss spikes detected between core switches.,Network,Check physical fiber connections and spanning tree protocol logs. Please fix ASAP.,Medium
TKT-0916,Index fragmentation leading to slow SELE...,Index fragmentation leading to slow SELECT performance.,Database,Run REINDEX TABLE manually during off-peak hours. Happens intermittently.,Low
TKT-0917,Error: Disk space alert on production VM...,Error: Disk space alert on production VM. Please fix ASAP.,Infrastructure,Help: Execute log rotation algorithm and purge generic temp files via script. Please fix ASAP.,Medium
TKT-0918,Contractor rjohnson requires Jira access...,Contractor rjohnson requires Jira access.,Access Management,Provision a standard license for bwilliams and assign to the Contractor user-tier.,Low
TKT-0919,Long running analytical queries blocking...,Long running analytical queries blocking OLTP transactions. Happens intermittently.,Database,Kill PID 3855 mapping to the slow query and route analytics to the read replica.,Critical
TKT-0920,Error: Login button is unresponsive on m...,Error: Login button is unresponsive on mobile Safari.,Application,[Ticket] Update the frontend JS polyfills supporting legacy Safari engine.,Critical
TKT-0921,Login button is unresponsive on mobile S...,Login button is unresponsive on mobile Safari.,Application,Help: Update the frontend JS polyfills supporting legacy Safari engine.,Medium
TKT-0922,App crashes when uploading files larger ...,App crashes when uploading files larger than 10MB.,Application,Change the nginx.conf client_max_body_size setting mapping to 50M.,High
TKT-0923,Error: Password reset requested for exec...,Error: Password reset requested for executive account. Need assistance.,Access Management,Verify identity via phone callback and issue temporary secure password link.,Critical
TKT-0924,Index fragmentation leading to slow SELE...,Index fragmentation leading to slow SELECT performance.,Database,Issue: Run REINDEX TABLE manually during off-peak hours.,Medium
TKT-0925,Deadlock detected between transaction en...,Deadlock detected between transaction engines.,Database,Refactor the commit ordering sequence in the backend ORM mapped models. Need assistance.,High
TKT-0926,Database backup failed last night.,Database backup failed last night.,Database,Check S3 backup bucket permissions and manually trigger the cron snapshot. This is blocking us.,High
TKT-0927,DNS resolution failing for internal doma...,DNS resolution failing for internal domain intranet.internal.,Network,Flush DNS cache locally and re-sync internal records on Active Directory.,High
TKT-0928,VPN connection failing for remote users ...,VPN connection failing for remote users in branch office. Happens intermittently.,Network,Restart the Cisco AnyConnect headend router and clear active sessions. Need assistance.,Critical
TKT-0929,High CPU utilization warning on main com...,High CPU utilization warning on main compute cluster.,Infrastructure,Scale out autoscaling group parameters locally and monitor graph drops. Happens intermittently.,Low
TKT-0930,API endpoint vulnerable to SQL Injection...,API endpoint vulnerable to SQL Injection.,Security,Help: Sanitize input parameters immediately via parameterized queries update. Please fix ASAP.,Critical
TKT-0931,Packet loss spikes detected betw...,Urgent: Packet loss spikes detected between core switches.,Network,Check physical fiber connections and spanning tree protocol logs.,Medium
TKT-0932,App crashes when uploading files larger ...,App crashes when uploading files larger than 10MB.,Application,Urgent: Change the nginx.conf client_max_body_size setting mapping to 50M.,Critical
TKT-0933,Password reset requested for executive a...,Password reset requested for executive account. Please fix ASAP.,Access Management,Verify identity via phone callback and issue temporary secure password link. Need assistance.,Critical
TKT-0934,Issue: User rjohnson needs access to Git...,Issue: User rjohnson needs access to Github repository.,Access Management,Add kmiller to the 'Developers' GitHub organization group with write permissions.,Low
TKT-0935,Password reset requested for executive a...,Password reset requested for executive account.,Access Management,Verify identity via phone callback and issue temporary secure password link.,Critical
TKT-0936,DNS resolution failing for internal doma...,DNS resolution failing for internal domain corp.local.,Network,[Ticket] Flush DNS cache locally and re-sync internal records on Active Directory.,High
